sequence,total_frames,schedule,frame_index,measurement_type,measurement_key,left_index,right_index,segment_length,normalized_time,is_keyframe,notes
dog,60,uniform_gap8,43,stage158_residual_payload,residual::dog:00043:00040:00048,40,48,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap8,44,stage158_residual_payload,residual::dog:00044:00040:00048,40,48,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap8,45,stage158_residual_payload,residual::dog:00045:00040:00048,40,48,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap8,46,stage158_residual_payload,residual::dog:00046:00040:00048,40,48,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap8,47,stage158_residual_payload,residual::dog:00047:00040:00048,40,48,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap8,48,q12_keyframe_payload,keyframe::dog:00048,48,48,0,0.0,1,measure transmitted q12 keyframe anchor payload
dog,60,uniform_gap8,49,stage158_residual_payload,residual::dog:00049:00048:00056,48,56,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap8,50,stage158_residual_payload,residual::dog:00050:00048:00056,48,56,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap8,51,stage158_residual_payload,residual::dog:00051:00048:00056,48,56,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap8,52,stage158_residual_payload,residual::dog:00052:00048:00056,48,56,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap8,53,stage158_residual_payload,residual::dog:00053:00048:00056,48,56,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap8,54,stage158_residual_payload,residual::dog:00054:00048:00056,48,56,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap8,55,stage158_residual_payload,residual::dog:00055:00048:00056,48,56,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap8,56,q12_keyframe_payload,keyframe::dog:00056,56,56,0,0.0,1,measure transmitted q12 keyframe anchor payload
dog,60,uniform_gap8,57,stage158_residual_payload,residual::dog:00057:00056:00059,56,59,3,0.3333333333333333,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap8,58,stage158_residual_payload,residual::dog:00058:00056:00059,56,59,3,0.6666666666666666,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap8,59,q12_keyframe_payload,keyframe::dog:00059,59,59,0,0.0,1,measure transmitted q12 keyframe anchor payload
dog,60,uniform_gap16,0,q12_keyframe_payload,keyframe::dog:00000,0,0,0,0.0,1,measure transmitted q12 keyframe anchor payload
dog,60,uniform_gap16,1,stage158_residual_payload,residual::dog:00001:00000:00016,0,16,16,0.0625,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,2,stage158_residual_payload,residual::dog:00002:00000:00016,0,16,16,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,3,stage158_residual_payload,residual::dog:00003:00000:00016,0,16,16,0.1875,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,4,stage158_residual_payload,residual::dog:00004:00000:00016,0,16,16,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,5,stage158_residual_payload,residual::dog:00005:00000:00016,0,16,16,0.3125,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,6,stage158_residual_payload,residual::dog:00006:00000:00016,0,16,16,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,7,stage158_residual_payload,residual::dog:00007:00000:00016,0,16,16,0.4375,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,8,stage158_residual_payload,residual::dog:00008:00000:00016,0,16,16,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,9,stage158_residual_payload,residual::dog:00009:00000:00016,0,16,16,0.5625,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,10,stage158_residual_payload,residual::dog:00010:00000:00016,0,16,16,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,11,stage158_residual_payload,residual::dog:00011:00000:00016,0,16,16,0.6875,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,12,stage158_residual_payload,residual::dog:00012:00000:00016,0,16,16,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,13,stage158_residual_payload,residual::dog:00013:00000:00016,0,16,16,0.8125,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,14,stage158_residual_payload,residual::dog:00014:00000:00016,0,16,16,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,15,stage158_residual_payload,residual::dog:00015:00000:00016,0,16,16,0.9375,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,16,q12_keyframe_payload,keyframe::dog:00016,16,16,0,0.0,1,measure transmitted q12 keyframe anchor payload
dog,60,uniform_gap16,17,stage158_residual_payload,residual::dog:00017:00016:00032,16,32,16,0.0625,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,18,stage158_residual_payload,residual::dog:00018:00016:00032,16,32,16,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,19,stage158_residual_payload,residual::dog:00019:00016:00032,16,32,16,0.1875,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,20,stage158_residual_payload,residual::dog:00020:00016:00032,16,32,16,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,21,stage158_residual_payload,residual::dog:00021:00016:00032,16,32,16,0.3125,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,22,stage158_residual_payload,residual::dog:00022:00016:00032,16,32,16,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,23,stage158_residual_payload,residual::dog:00023:00016:00032,16,32,16,0.4375,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,24,stage158_residual_payload,residual::dog:00024:00016:00032,16,32,16,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,25,stage158_residual_payload,residual::dog:00025:00016:00032,16,32,16,0.5625,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,26,stage158_residual_payload,residual::dog:00026:00016:00032,16,32,16,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,27,stage158_residual_payload,residual::dog:00027:00016:00032,16,32,16,0.6875,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,28,stage158_residual_payload,residual::dog:00028:00016:00032,16,32,16,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,29,stage158_residual_payload,residual::dog:00029:00016:00032,16,32,16,0.8125,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,30,stage158_residual_payload,residual::dog:00030:00016:00032,16,32,16,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,31,stage158_residual_payload,residual::dog:00031:00016:00032,16,32,16,0.9375,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,32,q12_keyframe_payload,keyframe::dog:00032,32,32,0,0.0,1,measure transmitted q12 keyframe anchor payload
dog,60,uniform_gap16,33,stage158_residual_payload,residual::dog:00033:00032:00048,32,48,16,0.0625,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,34,stage158_residual_payload,residual::dog:00034:00032:00048,32,48,16,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,35,stage158_residual_payload,residual::dog:00035:00032:00048,32,48,16,0.1875,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,36,stage158_residual_payload,residual::dog:00036:00032:00048,32,48,16,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,37,stage158_residual_payload,residual::dog:00037:00032:00048,32,48,16,0.3125,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,38,stage158_residual_payload,residual::dog:00038:00032:00048,32,48,16,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,39,stage158_residual_payload,residual::dog:00039:00032:00048,32,48,16,0.4375,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,40,stage158_residual_payload,residual::dog:00040:00032:00048,32,48,16,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,41,stage158_residual_payload,residual::dog:00041:00032:00048,32,48,16,0.5625,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,42,stage158_residual_payload,residual::dog:00042:00032:00048,32,48,16,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,43,stage158_residual_payload,residual::dog:00043:00032:00048,32,48,16,0.6875,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,44,stage158_residual_payload,residual::dog:00044:00032:00048,32,48,16,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,45,stage158_residual_payload,residual::dog:00045:00032:00048,32,48,16,0.8125,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,46,stage158_residual_payload,residual::dog:00046:00032:00048,32,48,16,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,47,stage158_residual_payload,residual::dog:00047:00032:00048,32,48,16,0.9375,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,48,q12_keyframe_payload,keyframe::dog:00048,48,48,0,0.0,1,measure transmitted q12 keyframe anchor payload
dog,60,uniform_gap16,49,stage158_residual_payload,residual::dog:00049:00048:00059,48,59,11,0.09090909090909091,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,50,stage158_residual_payload,residual::dog:00050:00048:00059,48,59,11,0.18181818181818182,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,51,stage158_residual_payload,residual::dog:00051:00048:00059,48,59,11,0.2727272727272727,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,52,stage158_residual_payload,residual::dog:00052:00048:00059,48,59,11,0.36363636363636365,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,53,stage158_residual_payload,residual::dog:00053:00048:00059,48,59,11,0.45454545454545453,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,54,stage158_residual_payload,residual::dog:00054:00048:00059,48,59,11,0.5454545454545454,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,55,stage158_residual_payload,residual::dog:00055:00048:00059,48,59,11,0.6363636363636364,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,56,stage158_residual_payload,residual::dog:00056:00048:00059,48,59,11,0.7272727272727273,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,57,stage158_residual_payload,residual::dog:00057:00048:00059,48,59,11,0.8181818181818182,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,58,stage158_residual_payload,residual::dog:00058:00048:00059,48,59,11,0.9090909090909091,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,uniform_gap16,59,q12_keyframe_payload,keyframe::dog:00059,59,59,0,0.0,1,measure transmitted q12 keyframe anchor payload
dog,60,stage165_adaptive,0,q12_keyframe_payload,keyframe::dog:00000,0,0,0,0.0,1,measure transmitted q12 keyframe anchor payload
dog,60,stage165_adaptive,1,stage158_residual_payload,residual::dog:00001:00000:00005,0,5,5,0.2,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,2,stage158_residual_payload,residual::dog:00002:00000:00005,0,5,5,0.4,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,3,stage158_residual_payload,residual::dog:00003:00000:00005,0,5,5,0.6,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,4,stage158_residual_payload,residual::dog:00004:00000:00005,0,5,5,0.8,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,5,q12_keyframe_payload,keyframe::dog:00005,5,5,0,0.0,1,measure transmitted q12 keyframe anchor payload
dog,60,stage165_adaptive,6,stage158_residual_payload,residual::dog:00006:00005:00008,5,8,3,0.3333333333333333,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,7,stage158_residual_payload,residual::dog:00007:00005:00008,5,8,3,0.6666666666666666,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,8,q12_keyframe_payload,keyframe::dog:00008,8,8,0,0.0,1,measure transmitted q12 keyframe anchor payload
dog,60,stage165_adaptive,9,stage158_residual_payload,residual::dog:00009:00008:00016,8,16,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,10,stage158_residual_payload,residual::dog:00010:00008:00016,8,16,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,11,stage158_residual_payload,residual::dog:00011:00008:00016,8,16,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,12,stage158_residual_payload,residual::dog:00012:00008:00016,8,16,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,13,stage158_residual_payload,residual::dog:00013:00008:00016,8,16,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,14,stage158_residual_payload,residual::dog:00014:00008:00016,8,16,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,15,stage158_residual_payload,residual::dog:00015:00008:00016,8,16,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,16,q12_keyframe_payload,keyframe::dog:00016,16,16,0,0.0,1,measure transmitted q12 keyframe anchor payload
dog,60,stage165_adaptive,17,stage158_residual_payload,residual::dog:00017:00016:00024,16,24,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,18,stage158_residual_payload,residual::dog:00018:00016:00024,16,24,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,19,stage158_residual_payload,residual::dog:00019:00016:00024,16,24,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,20,stage158_residual_payload,residual::dog:00020:00016:00024,16,24,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,21,stage158_residual_payload,residual::dog:00021:00016:00024,16,24,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,22,stage158_residual_payload,residual::dog:00022:00016:00024,16,24,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,23,stage158_residual_payload,residual::dog:00023:00016:00024,16,24,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,24,q12_keyframe_payload,keyframe::dog:00024,24,24,0,0.0,1,measure transmitted q12 keyframe anchor payload
dog,60,stage165_adaptive,25,stage158_residual_payload,residual::dog:00025:00024:00032,24,32,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,26,stage158_residual_payload,residual::dog:00026:00024:00032,24,32,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,27,stage158_residual_payload,residual::dog:00027:00024:00032,24,32,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,28,stage158_residual_payload,residual::dog:00028:00024:00032,24,32,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,29,stage158_residual_payload,residual::dog:00029:00024:00032,24,32,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,30,stage158_residual_payload,residual::dog:00030:00024:00032,24,32,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,31,stage158_residual_payload,residual::dog:00031:00024:00032,24,32,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,32,q12_keyframe_payload,keyframe::dog:00032,32,32,0,0.0,1,measure transmitted q12 keyframe anchor payload
dog,60,stage165_adaptive,33,stage158_residual_payload,residual::dog:00033:00032:00040,32,40,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,34,stage158_residual_payload,residual::dog:00034:00032:00040,32,40,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,35,stage158_residual_payload,residual::dog:00035:00032:00040,32,40,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,36,stage158_residual_payload,residual::dog:00036:00032:00040,32,40,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,37,stage158_residual_payload,residual::dog:00037:00032:00040,32,40,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,38,stage158_residual_payload,residual::dog:00038:00032:00040,32,40,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,39,stage158_residual_payload,residual::dog:00039:00032:00040,32,40,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,40,q12_keyframe_payload,keyframe::dog:00040,40,40,0,0.0,1,measure transmitted q12 keyframe anchor payload
dog,60,stage165_adaptive,41,stage158_residual_payload,residual::dog:00041:00040:00042,40,42,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,42,q12_keyframe_payload,keyframe::dog:00042,42,42,0,0.0,1,measure transmitted q12 keyframe anchor payload
dog,60,stage165_adaptive,43,stage158_residual_payload,residual::dog:00043:00042:00048,42,48,6,0.16666666666666666,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,44,stage158_residual_payload,residual::dog:00044:00042:00048,42,48,6,0.3333333333333333,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,45,stage158_residual_payload,residual::dog:00045:00042:00048,42,48,6,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,46,stage158_residual_payload,residual::dog:00046:00042:00048,42,48,6,0.6666666666666666,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,47,stage158_residual_payload,residual::dog:00047:00042:00048,42,48,6,0.8333333333333334,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,48,q12_keyframe_payload,keyframe::dog:00048,48,48,0,0.0,1,measure transmitted q12 keyframe anchor payload
dog,60,stage165_adaptive,49,stage158_residual_payload,residual::dog:00049:00048:00056,48,56,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,50,stage158_residual_payload,residual::dog:00050:00048:00056,48,56,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,51,stage158_residual_payload,residual::dog:00051:00048:00056,48,56,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,52,stage158_residual_payload,residual::dog:00052:00048:00056,48,56,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,53,stage158_residual_payload,residual::dog:00053:00048:00056,48,56,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,54,stage158_residual_payload,residual::dog:00054:00048:00056,48,56,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,55,stage158_residual_payload,residual::dog:00055:00048:00056,48,56,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,56,q12_keyframe_payload,keyframe::dog:00056,56,56,0,0.0,1,measure transmitted q12 keyframe anchor payload
dog,60,stage165_adaptive,57,stage158_residual_payload,residual::dog:00057:00056:00059,56,59,3,0.3333333333333333,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,58,stage158_residual_payload,residual::dog:00058:00056:00059,56,59,3,0.6666666666666666,0,measure Stage158 entropy residual payload for recovered non-keyframe
dog,60,stage165_adaptive,59,q12_keyframe_payload,keyframe::dog:00059,59,59,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,0,q12_keyframe_payload,keyframe::dogs-jump:00000,0,0,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,1,stage158_residual_payload,residual::dogs-jump:00001:00000:00002,0,2,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,2,q12_keyframe_payload,keyframe::dogs-jump:00002,2,2,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,3,stage158_residual_payload,residual::dogs-jump:00003:00002:00004,2,4,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,4,q12_keyframe_payload,keyframe::dogs-jump:00004,4,4,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,5,stage158_residual_payload,residual::dogs-jump:00005:00004:00006,4,6,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,6,q12_keyframe_payload,keyframe::dogs-jump:00006,6,6,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,7,stage158_residual_payload,residual::dogs-jump:00007:00006:00008,6,8,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,8,q12_keyframe_payload,keyframe::dogs-jump:00008,8,8,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,9,stage158_residual_payload,residual::dogs-jump:00009:00008:00010,8,10,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,10,q12_keyframe_payload,keyframe::dogs-jump:00010,10,10,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,11,stage158_residual_payload,residual::dogs-jump:00011:00010:00012,10,12,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,12,q12_keyframe_payload,keyframe::dogs-jump:00012,12,12,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,13,stage158_residual_payload,residual::dogs-jump:00013:00012:00014,12,14,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,14,q12_keyframe_payload,keyframe::dogs-jump:00014,14,14,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,15,stage158_residual_payload,residual::dogs-jump:00015:00014:00016,14,16,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,16,q12_keyframe_payload,keyframe::dogs-jump:00016,16,16,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,17,stage158_residual_payload,residual::dogs-jump:00017:00016:00018,16,18,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,18,q12_keyframe_payload,keyframe::dogs-jump:00018,18,18,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,19,stage158_residual_payload,residual::dogs-jump:00019:00018:00020,18,20,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,20,q12_keyframe_payload,keyframe::dogs-jump:00020,20,20,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,21,stage158_residual_payload,residual::dogs-jump:00021:00020:00022,20,22,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,22,q12_keyframe_payload,keyframe::dogs-jump:00022,22,22,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,23,stage158_residual_payload,residual::dogs-jump:00023:00022:00024,22,24,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,24,q12_keyframe_payload,keyframe::dogs-jump:00024,24,24,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,25,stage158_residual_payload,residual::dogs-jump:00025:00024:00026,24,26,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,26,q12_keyframe_payload,keyframe::dogs-jump:00026,26,26,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,27,stage158_residual_payload,residual::dogs-jump:00027:00026:00028,26,28,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,28,q12_keyframe_payload,keyframe::dogs-jump:00028,28,28,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,29,stage158_residual_payload,residual::dogs-jump:00029:00028:00030,28,30,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,30,q12_keyframe_payload,keyframe::dogs-jump:00030,30,30,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,31,stage158_residual_payload,residual::dogs-jump:00031:00030:00032,30,32,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,32,q12_keyframe_payload,keyframe::dogs-jump:00032,32,32,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,33,stage158_residual_payload,residual::dogs-jump:00033:00032:00034,32,34,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,34,q12_keyframe_payload,keyframe::dogs-jump:00034,34,34,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,35,stage158_residual_payload,residual::dogs-jump:00035:00034:00036,34,36,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,36,q12_keyframe_payload,keyframe::dogs-jump:00036,36,36,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,37,stage158_residual_payload,residual::dogs-jump:00037:00036:00038,36,38,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,38,q12_keyframe_payload,keyframe::dogs-jump:00038,38,38,0,0.0,1,measure transmitted q12 keyframe anchor payload
dogs-jump,66,uniform_gap2,39,stage158_residual_payload,residual::dogs-jump:00039:00038:00040,38,40,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
dogs-jump,66,uniform_gap2,40,q12_keyframe_payload,keyframe::dogs-jump:00040,40,40,0,0.0,1,measure transmitted q12 keyframe anchor payload
