task_split,setting_label,setting_role,keep_fraction,side_bits,task_id,dataset,split,sequence,codec,bits,reference_gap,target_index,normalized_time,left_anchor_source_item,left_anchor_source_side,right_anchor_source_item,right_anchor_source_side,target_dense_anchor_source_item,target_dense_anchor_source_side,keep_gaussians,feature_dim,residual_dim,feature_rms,label_rms
train,q4_top10,low_rate,0.1,4,stage79_00008814,DAVIS,train,horsejump-low,q12,12,8,5,0.625,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/horsejump-low/gap1/pair_000000_000001.pt,left_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/horsejump-low/gap1/pair_000007_000008.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/horsejump-low/gap1/pair_000004_000005.pt,right_anchor,3686,56,13,0.46185097098350525,0.15609227120876312
train,q4_top20,primary,0.2,4,stage79_00018065,DAVIS,train,stunt,q12,12,16,54,0.375,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/stunt/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/stunt/gap1/pair_000063_000064.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/stunt/gap1/pair_000053_000054.pt,right_anchor,7373,56,13,0.4557162821292877,0.14569450914859772
train,q4_top10,low_rate,0.1,4,stage79_00018065,DAVIS,train,stunt,q12,12,16,54,0.375,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/stunt/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/stunt/gap1/pair_000063_000064.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/stunt/gap1/pair_000053_000054.pt,right_anchor,3686,56,13,0.4681271016597748,0.15555551648139954
train,q4_top20,primary,0.2,4,stage79_00016957,DAVIS,train,snowboard,q12,12,8,54,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/snowboard/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/snowboard/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/snowboard/gap1/pair_000053_000054.pt,right_anchor,7373,56,13,0.49400994181632996,0.16805556416511536
train,q4_top10,low_rate,0.1,4,stage79_00016957,DAVIS,train,snowboard,q12,12,8,54,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/snowboard/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/snowboard/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/snowboard/gap1/pair_000053_000054.pt,right_anchor,3686,56,13,0.511165201663971,0.18029139935970306
train,q4_top20,primary,0.2,4,stage79_00018598,DAVIS,train,swing,q12,12,8,58,0.6666666666666666,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/swing/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/swing/gap1/pair_000058_000059.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/swing/gap1/pair_000057_000058.pt,right_anchor,7373,56,13,0.45907723903656006,0.12432195991277695
train,q4_top10,low_rate,0.1,4,stage79_00018598,DAVIS,train,swing,q12,12,8,58,0.6666666666666666,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/swing/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/swing/gap1/pair_000058_000059.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/swing/gap1/pair_000057_000058.pt,right_anchor,3686,56,13,0.4673311710357666,0.13120070099830627
train,q4_top20,primary,0.2,4,stage79_00000711,DAVIS,train,bmx-bumps,q12,12,8,11,0.375,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bmx-bumps/gap1/pair_000007_000008.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bmx-bumps/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bmx-bumps/gap1/pair_000010_000011.pt,right_anchor,7373,56,13,0.45808783173561096,0.14214381575584412
train,q4_top10,low_rate,0.1,4,stage79_00000711,DAVIS,train,bmx-bumps,q12,12,8,11,0.375,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bmx-bumps/gap1/pair_000007_000008.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bmx-bumps/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bmx-bumps/gap1/pair_000010_000011.pt,right_anchor,3686,56,13,0.4603082835674286,0.15262986719608307
train,q4_top20,primary,0.2,4,stage79_00013786,DAVIS,train,planes-water,q12,12,8,5,0.625,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/planes-water/gap1/pair_000000_000001.pt,left_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/planes-water/gap1/pair_000007_000008.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/planes-water/gap1/pair_000004_000005.pt,right_anchor,7373,56,13,0.4269927144050598,0.04804972931742668
train,q4_top10,low_rate,0.1,4,stage79_00013786,DAVIS,train,planes-water,q12,12,8,5,0.625,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/planes-water/gap1/pair_000000_000001.pt,left_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/planes-water/gap1/pair_000007_000008.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/planes-water/gap1/pair_000004_000005.pt,right_anchor,3686,56,13,0.42220625281333923,0.06344921886920929
train,q4_top20,primary,0.2,4,stage79_00019628,DAVIS,train,train,q12,12,4,54,0.5,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/train/gap1/pair_000051_000052.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/train/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/train/gap1/pair_000053_000054.pt,right_anchor,7373,56,13,0.4612095057964325,0.1200619637966156
train,q4_top10,low_rate,0.1,4,stage79_00019628,DAVIS,train,train,q12,12,4,54,0.5,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/train/gap1/pair_000051_000052.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/train/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/train/gap1/pair_000053_000054.pt,right_anchor,3686,56,13,0.4676493704319,0.1260802298784256
train,q4_top20,primary,0.2,4,stage79_00002354,DAVIS,train,bus,q12,12,8,70,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bus/gap1/pair_000063_000064.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bus/gap1/pair_000071_000072.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bus/gap1/pair_000069_000070.pt,right_anchor,7373,56,13,0.4829002320766449,0.1448516845703125
train,q4_top10,low_rate,0.1,4,stage79_00002354,DAVIS,train,bus,q12,12,8,70,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bus/gap1/pair_000063_000064.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bus/gap1/pair_000071_000072.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bus/gap1/pair_000069_000070.pt,right_anchor,3686,56,13,0.4968246817588806,0.15531954169273376
train,q4_top20,primary,0.2,4,stage79_00008915,DAVIS,train,horsejump-low,q12,12,16,58,0.9090909090909091,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/horsejump-low/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/horsejump-low/gap1/pair_000058_000059.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/horsejump-low/gap1/pair_000057_000058.pt,right_anchor,7373,56,13,0.48061832785606384,0.15969176590442657
train,q4_top10,low_rate,0.1,4,stage79_00008915,DAVIS,train,horsejump-low,q12,12,16,58,0.9090909090909091,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/horsejump-low/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/horsejump-low/gap1/pair_000058_000059.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/horsejump-low/gap1/pair_000057_000058.pt,right_anchor,3686,56,13,0.4886663556098938,0.1768893003463745
train,q4_top20,primary,0.2,4,stage79_00010431,DAVIS,train,lady-running,q12,12,8,63,0.875,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/lady-running/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/lady-running/gap1/pair_000063_000064.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/lady-running/gap1/pair_000062_000063.pt,right_anchor,7373,56,13,0.488527774810791,0.11248333752155304
train,q4_top10,low_rate,0.1,4,stage79_00010431,DAVIS,train,lady-running,q12,12,8,63,0.875,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/lady-running/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/lady-running/gap1/pair_000063_000064.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/lady-running/gap1/pair_000062_000063.pt,right_anchor,3686,56,13,0.5086750388145447,0.12264177203178406
train,q4_top20,primary,0.2,4,stage79_00006139,DAVIS,train,dogs-scale,q12,12,8,44,0.5,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dogs-scale/gap1/pair_000039_000040.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dogs-scale/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dogs-scale/gap1/pair_000043_000044.pt,right_anchor,7373,56,13,0.4745492935180664,0.155003622174263
train,q4_top10,low_rate,0.1,4,stage79_00006139,DAVIS,train,dogs-scale,q12,12,8,44,0.5,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dogs-scale/gap1/pair_000039_000040.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dogs-scale/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dogs-scale/gap1/pair_000043_000044.pt,right_anchor,3686,56,13,0.4917512536048889,0.16850170493125916
train,q4_top20,primary,0.2,4,stage79_00019221,DAVIS,train,tractor-sand,q12,12,4,35,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/tractor-sand/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/tractor-sand/gap1/pair_000035_000036.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/tractor-sand/gap1/pair_000034_000035.pt,right_anchor,7373,56,13,0.4322466552257538,0.09574773907661438
train,q4_top10,low_rate,0.1,4,stage79_00019221,DAVIS,train,tractor-sand,q12,12,4,35,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/tractor-sand/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/tractor-sand/gap1/pair_000035_000036.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/tractor-sand/gap1/pair_000034_000035.pt,right_anchor,3686,56,13,0.4418010711669922,0.11076724529266357
train,q4_top20,primary,0.2,4,stage79_00009233,DAVIS,train,kid-football,q12,12,16,42,0.625,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/kid-football/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/kid-football/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/kid-football/gap1/pair_000041_000042.pt,right_anchor,7373,56,13,0.4445570707321167,0.14836587011814117
train,q4_top10,low_rate,0.1,4,stage79_00009233,DAVIS,train,kid-football,q12,12,16,42,0.625,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/kid-football/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/kid-football/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/kid-football/gap1/pair_000041_000042.pt,right_anchor,3686,56,13,0.4512428045272827,0.15003080666065216
train,q4_top20,primary,0.2,4,stage79_00000319,DAVIS,train,bear,q12,12,8,62,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bear/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bear/gap1/pair_000063_000064.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bear/gap1/pair_000061_000062.pt,right_anchor,7373,56,13,0.47560715675354004,0.14760516583919525
train,q4_top10,low_rate,0.1,4,stage79_00000319,DAVIS,train,bear,q12,12,8,62,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bear/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bear/gap1/pair_000063_000064.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bear/gap1/pair_000061_000062.pt,right_anchor,3686,56,13,0.49157652258872986,0.16081000864505768
train,q4_top20,primary,0.2,4,stage79_00004169,DAVIS,train,crossing,q12,12,4,17,0.25,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/crossing/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/crossing/gap1/pair_000019_000020.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/crossing/gap1/pair_000016_000017.pt,right_anchor,7373,56,13,0.4325289726257324,0.0964973121881485
train,q4_top10,low_rate,0.1,4,stage79_00004169,DAVIS,train,crossing,q12,12,4,17,0.25,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/crossing/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/crossing/gap1/pair_000019_000020.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/crossing/gap1/pair_000016_000017.pt,right_anchor,3686,56,13,0.43275758624076843,0.1115056648850441
train,q4_top20,primary,0.2,4,stage79_00014320,DAVIS,train,rhino,q12,12,4,1,0.25,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/rhino/gap1/pair_000000_000001.pt,left_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/rhino/gap1/pair_000003_000004.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/rhino/gap1/pair_000000_000001.pt,right_anchor,7373,56,13,0.44799938797950745,0.12291346490383148
train,q4_top10,low_rate,0.1,4,stage79_00014320,DAVIS,train,rhino,q12,12,4,1,0.25,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/rhino/gap1/pair_000000_000001.pt,left_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/rhino/gap1/pair_000003_000004.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/rhino/gap1/pair_000000_000001.pt,right_anchor,3686,56,13,0.4599808156490326,0.13903117179870605
train,q4_top20,primary,0.2,4,stage79_00006181,DAVIS,train,dogs-scale,q12,12,16,10,0.625,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dogs-scale/gap1/pair_000000_000001.pt,left_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dogs-scale/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dogs-scale/gap1/pair_000009_000010.pt,right_anchor,7373,56,13,0.4973623752593994,0.18105390667915344
train,q4_top10,low_rate,0.1,4,stage79_00006181,DAVIS,train,dogs-scale,q12,12,16,10,0.625,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dogs-scale/gap1/pair_000000_000001.pt,left_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dogs-scale/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dogs-scale/gap1/pair_000009_000010.pt,right_anchor,3686,56,13,0.503584623336792,0.19422975182533264
train,q4_top20,primary,0.2,4,stage79_00018330,DAVIS,train,surf,q12,12,16,28,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/surf/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/surf/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/surf/gap1/pair_000027_000028.pt,right_anchor,7373,56,13,0.47837385535240173,0.12306699901819229
train,q4_top10,low_rate,0.1,4,stage79_00018330,DAVIS,train,surf,q12,12,16,28,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/surf/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/surf/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/surf/gap1/pair_000027_000028.pt,right_anchor,3686,56,13,0.47731277346611023,0.13423600792884827
train,q4_top20,primary,0.2,4,stage79_00015356,DAVIS,train,scooter-board,q12,12,4,10,0.5,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/scooter-board/gap1/pair_000007_000008.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/scooter-board/gap1/pair_000011_000012.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/scooter-board/gap1/pair_000009_000010.pt,right_anchor,7373,56,13,0.456623375415802,0.13260994851589203
train,q4_top10,low_rate,0.1,4,stage79_00015356,DAVIS,train,scooter-board,q12,12,4,10,0.5,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/scooter-board/gap1/pair_000007_000008.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/scooter-board/gap1/pair_000011_000012.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/scooter-board/gap1/pair_000009_000010.pt,right_anchor,3686,56,13,0.46435844898223877,0.13341355323791504
train,q4_top20,primary,0.2,4,stage79_00008615,DAVIS,train,hockey,q12,12,16,73,0.9,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/hockey/gap1/pair_000063_000064.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/hockey/gap1/pair_000073_000074.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/hockey/gap1/pair_000072_000073.pt,right_anchor,7373,56,13,0.46085870265960693,0.10904790461063385
train,q4_top10,low_rate,0.1,4,stage79_00008615,DAVIS,train,hockey,q12,12,16,73,0.9,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/hockey/gap1/pair_000063_000064.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/hockey/gap1/pair_000073_000074.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/hockey/gap1/pair_000072_000073.pt,right_anchor,3686,56,13,0.47116655111312866,0.11700689047574997
train,q4_top20,primary,0.2,4,stage79_00020674,DAVIS,train,varanus-cage,q12,12,8,53,0.625,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/varanus-cage/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/varanus-cage/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/varanus-cage/gap1/pair_000052_000053.pt,right_anchor,7373,56,13,0.464597225189209,0.1465841382741928
train,q4_top10,low_rate,0.1,4,stage79_00020674,DAVIS,train,varanus-cage,q12,12,8,53,0.625,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/varanus-cage/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/varanus-cage/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/varanus-cage/gap1/pair_000052_000053.pt,right_anchor,3686,56,13,0.4750087261199951,0.15509352087974548
train,q4_top20,primary,0.2,4,stage79_00020057,DAVIS,train,tuk-tuk,q12,12,16,29,0.8125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/tuk-tuk/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/tuk-tuk/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/tuk-tuk/gap1/pair_000028_000029.pt,right_anchor,7373,56,13,0.49407798051834106,0.14926409721374512
train,q4_top10,low_rate,0.1,4,stage79_00020057,DAVIS,train,tuk-tuk,q12,12,16,29,0.8125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/tuk-tuk/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/tuk-tuk/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/tuk-tuk/gap1/pair_000028_000029.pt,right_anchor,3686,56,13,0.5070712566375732,0.15543115139007568
train,q4_top20,primary,0.2,4,stage79_00020397,DAVIS,train,upside-down,q12,12,16,49,0.0625,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/upside-down/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/upside-down/gap1/pair_000063_000064.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/upside-down/gap1/pair_000048_000049.pt,right_anchor,7373,56,13,0.48676177859306335,0.14508293569087982
