family,method,variant,sample,sequence,dataset_protocol,source_stage,source_group,source_file,literature_or_local,fair_local_run,comparison_status,rate_mib_per_frame,rate_unit,rate_scope,secondary_rate_value,secondary_rate_unit,quality_psnr,quality_ssim,quality_lpips,quality_l1,quality_middle_psnr,diagnostic_codec_psnr,diagnostic_codec_l1,quality_scope,quality_reliable_for_input_video,frame_count,keyframe_or_iframe_count,pframe_count,reference_gap,bits,max_points_per_frame,lambda_or_q,stage53_candidate,notes
external_baseline,FCGS-I + D-FCGS-P,fcgs_i_plus_dfcgs_p_gop2 lambda_or_q=0.0016 points=60000,n3dv,coffee_martini_cam00,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,lowrate_dfcgs_fcgs_i_summaries,/mnt/hdd2tC/tmp/opencode/lowrate_rd_sweep/dfcgs_fcgs_i/n3dv_points_60000_ifcgs_0p0016/dfcgs_gop2_target_topology_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,0.35749732123480904,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,28.95728302001953,total sequence codec MiB,9.772270661813241,0.12404313343174664,0.6701989904046058,0.24875758165194664,,30.83713593482971,0.012563199643045664,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,41,40,2,,60000,0.0016,true,"Full GOP=2 summary. Rate includes I-frame plus P-frame payloads, not Mono-DFCGS keyframe-anchor-only rate."
external_baseline,FCGS-I + D-FCGS-P,fcgs_i_plus_dfcgs_p_gop2 lambda_or_q=0.0016 points=250000,shaky_video,shaky_video,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,lowrate_dfcgs_fcgs_i_summaries,/mnt/hdd2tC/tmp/opencode/lowrate_rd_sweep/dfcgs_fcgs_i/shaky_video_points_250000_ifcgs_0p0016/dfcgs_gop2_target_topology_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,1.208584608855071,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,97.89535331726074,total sequence codec MiB,15.23787976488655,0.6664059934792695,0.4083761744201183,0.08902746080248444,,24.369222021102907,0.02955471952445805,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,41,40,2,,250000,0.0016,true,"Full GOP=2 summary. Rate includes I-frame plus P-frame payloads, not Mono-DFCGS keyframe-anchor-only rate."
external_baseline,FCGS-I + D-FCGS-P,fcgs_i_plus_dfcgs_p_gop2 lambda_or_q=0.0016 points=350000,shaky_video,shaky_video,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,lowrate_dfcgs_fcgs_i_summaries,/mnt/hdd2tC/tmp/opencode/lowrate_rd_sweep/dfcgs_fcgs_i/shaky_video_points_350000_ifcgs_0p0016/dfcgs_gop2_target_topology_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,1.208584608855071,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,97.89535331726074,total sequence codec MiB,15.23787976488655,0.6664059934792695,0.4083761744201183,0.08902746080248444,,24.369222021102907,0.02955471952445805,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,41,40,2,,350000,0.0016,true,"Full GOP=2 summary. Rate includes I-frame plus P-frame payloads, not Mono-DFCGS keyframe-anchor-only rate."
external_baseline,FCGS-I + D-FCGS-P,fcgs_i_plus_dfcgs_p_gop2 lambda_or_q=0.0004 points=250000,tree_and_building,tree_and_building,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,lowrate_dfcgs_fcgs_i_summaries,/mnt/hdd2tC/tmp/opencode/lowrate_rd_sweep/dfcgs_fcgs_i/tree_and_building_points_250000_ifcgs_0p0004/dfcgs_gop2_target_topology_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,1.4587912147427782,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,118.16208839416504,total sequence codec MiB,24.934906877117392,0.7145247201860687,0.2582354065030813,0.03502607862982485,,23.801245784759523,0.03763151518069208,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,41,40,2,,250000,0.0004,true,"Full GOP=2 summary. Rate includes I-frame plus P-frame payloads, not Mono-DFCGS keyframe-anchor-only rate."
external_baseline,FCGS-I + D-FCGS-P,fcgs_i_plus_dfcgs_p_gop2 lambda_or_q=0.0016 points=250000,tree_and_building,tree_and_building,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,lowrate_dfcgs_fcgs_i_summaries,/mnt/hdd2tC/tmp/opencode/lowrate_rd_sweep/dfcgs_fcgs_i/tree_and_building_points_250000_ifcgs_0p0016/dfcgs_gop2_target_topology_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,1.1502290184115187,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,93.16855049133301,total sequence codec MiB,24.489497125884633,0.7040596464533865,0.2582354065030813,0.037157111030853826,,23.801245784759523,0.03763151518069208,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,41,40,2,,250000,0.0016,true,"Full GOP=2 summary. Rate includes I-frame plus P-frame payloads, not Mono-DFCGS keyframe-anchor-only rate."
external_baseline,FCGS-I + D-FCGS-P,fcgs_i_plus_dfcgs_p_gop2 lambda_or_q=0.0016 points=350000,tree_and_building,tree_and_building,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,lowrate_dfcgs_fcgs_i_summaries,/mnt/hdd2tC/tmp/opencode/lowrate_rd_sweep/dfcgs_fcgs_i/tree_and_building_points_350000_ifcgs_0p0016/dfcgs_gop2_target_topology_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,1.1502290184115187,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,93.16855049133301,total sequence codec MiB,24.489497125884633,0.7040596464533865,0.2582354065030813,0.037157111030853826,,23.801245784759523,0.03763151518069208,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,41,40,2,,350000,0.0016,true,"Full GOP=2 summary. Rate includes I-frame plus P-frame payloads, not Mono-DFCGS keyframe-anchor-only rate."
external_baseline,FCGS-I + D-FCGS-P,fcgs_i_plus_dfcgs_p_gop2 lambda_or_q=0.0004 points=250000,video_editing_case1,video_editing_case1,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,lowrate_dfcgs_fcgs_i_summaries,/mnt/hdd2tC/tmp/opencode/lowrate_rd_sweep/dfcgs_fcgs_i/video_editing_case1_points_250000_ifcgs_0p0004/dfcgs_gop2_target_topology_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,1.3245443414758753,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,107.2880916595459,total sequence codec MiB,28.269827642558532,0.8915950766316166,0.24242869354784488,0.017407441431265554,,25.013487148284913,0.01844523912295699,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,41,40,2,,250000,0.0004,true,"Full GOP=2 summary. Rate includes I-frame plus P-frame payloads, not Mono-DFCGS keyframe-anchor-only rate."
external_baseline,FCGS-I + D-FCGS-P,fcgs_i_plus_dfcgs_p_gop2 lambda_or_q=0.0008 points=250000,video_editing_case1,video_editing_case1,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,lowrate_dfcgs_fcgs_i_summaries,/mnt/hdd2tC/tmp/opencode/lowrate_rd_sweep/dfcgs_fcgs_i/video_editing_case1_points_250000_ifcgs_0p0008/dfcgs_gop2_target_topology_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,1.229819862930863,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,99.6154088973999,total sequence codec MiB,28.144803600546755,0.8911567521683964,0.24242869354784488,0.017941707434753578,,25.013487148284913,0.01844523912295699,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,41,40,2,,250000,0.0008,true,"Full GOP=2 summary. Rate includes I-frame plus P-frame payloads, not Mono-DFCGS keyframe-anchor-only rate."
external_baseline,FCGS-I + D-FCGS-P,fcgs_i_plus_dfcgs_p_gop2 lambda_or_q=0.0016 points=250000,video_editing_case1,video_editing_case1,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,lowrate_dfcgs_fcgs_i_summaries,/mnt/hdd2tC/tmp/opencode/lowrate_rd_sweep/dfcgs_fcgs_i/video_editing_case1_points_250000_ifcgs_0p0016/dfcgs_gop2_target_topology_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,1.0807428948673201,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,87.54017448425293,total sequence codec MiB,27.91840828789605,0.8848648100723455,0.24242869354784488,0.018957021542721324,,25.013487148284913,0.01844523912295699,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,41,40,2,,250000,0.0016,true,"Full GOP=2 summary. Rate includes I-frame plus P-frame payloads, not Mono-DFCGS keyframe-anchor-only rate."
external_baseline,FCGS-I + D-FCGS-P,fcgs_i_plus_dfcgs_p_gop2 lambda_or_q=0.0016 points=350000,video_editing_case1,video_editing_case1,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,lowrate_dfcgs_fcgs_i_summaries,/mnt/hdd2tC/tmp/opencode/lowrate_rd_sweep/dfcgs_fcgs_i/video_editing_case1_points_350000_ifcgs_0p0016/dfcgs_gop2_target_topology_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,1.0807428948673201,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,87.54017448425293,total sequence codec MiB,27.91840828789605,0.8848648100723455,0.24242869354784488,0.018957021542721324,,25.013487148284913,0.01844523912295699,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,41,40,2,,350000,0.0016,true,"Full GOP=2 summary. Rate includes I-frame plus P-frame payloads, not Mono-DFCGS keyframe-anchor-only rate."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0001 points=400000,driving,driving,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_driving_400k_out/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,7.4989265512537076,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,607.4130506515503,total sequence codec MiB,14.0492872779752,0.2184984612244147,,0.1436929327470285,,18.988295402055904,0.0707556520715172,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,400000,0.0001,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0002 points=400000,driving,driving,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_driving_400k_out/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,6.6994205992898825,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,542.6530685424805,total sequence codec MiB,15.585979285063567,0.6431203035660732,,0.09008356183767319,,42.16848439346125,0.0028942777390051403,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,400000,0.0002,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=400000,driving,driving,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_driving_400k_out/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,5.78409806004277,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,468.51194286346436,total sequence codec MiB,15.576850019855264,0.6417792549839726,,0.09065168157771782,,40.53563600704994,0.0040308070903712955,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,400000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=400000,driving,driving,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_driving_400k_out/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,4.359941364806375,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,353.1552505493164,total sequence codec MiB,15.56657404958466,0.636517341490145,,0.09128392064644966,,38.673140914351855,0.0062610953528847955,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,400000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=400000,driving,driving,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_driving_400k_out/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.9614050229390463,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,237.68430137634277,total sequence codec MiB,15.54056388537089,0.632845018307368,,0.0916887500633796,,36.8070681254069,0.008145790267735719,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,60,0,0,,,400000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0001 points=450000,meetroom,meetroom_discussion_cam2_81f_560x336_motion_thr2p5e5,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_meetroom_450k_out/fcgs_sequence_summary.json,local run,false,local external diagnostic only; dummy references do not provide input-video quality,8.194238203543204,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,663.7332944869995,total sequence codec MiB,,,,,,20.149532482947834,0.07778762665830184,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,false,81,0,0,,,450000,0.0001,false,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0002 points=450000,meetroom,meetroom_discussion_cam2_81f_560x336_motion_thr2p5e5,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_meetroom_450k_out/fcgs_sequence_summary.json,local run,false,local external diagnostic only; dummy references do not provide input-video quality,7.039028120629581,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,570.1612777709961,total sequence codec MiB,,,,,,42.06323802618333,0.004187401970503507,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,false,81,0,0,,,450000,0.0002,false,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=450000,meetroom,meetroom_discussion_cam2_81f_560x336_motion_thr2p5e5,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_meetroom_450k_out/fcgs_sequence_summary.json,local run,false,local external diagnostic only; dummy references do not provide input-video quality,6.2931031238885575,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,509.74135303497314,total sequence codec MiB,,,,,,41.14799240489065,0.004794308726020434,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,false,81,0,0,,,450000,0.0004,false,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=450000,meetroom,meetroom_discussion_cam2_81f_560x336_motion_thr2p5e5,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_meetroom_450k_out/fcgs_sequence_summary.json,local run,false,local external diagnostic only; dummy references do not provide input-video quality,5.134977752779737,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,415.9331979751587,total sequence codec MiB,,,,,,39.97927361947519,0.006773143224878076,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,false,81,0,0,,,450000,0.0008,false,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=450000,meetroom,meetroom_discussion_cam2_81f_560x336_motion_thr2p5e5,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_meetroom_450k_out/fcgs_sequence_summary.json,local run,false,local external diagnostic only; dummy references do not provide input-video quality,4.52771348129084,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,366.7447919845581,total sequence codec MiB,,,,,,37.690198874767916,0.009509596617225512,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,false,81,0,0,,,450000,0.0016,false,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0001 points=500000,n3dv,n3dv_coffee_martini_cam00_81f_560x336_cc_motion_thr5e5,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_n3dv_500k_out/fcgs_sequence_summary.json,local run,false,local external diagnostic only; dummy references do not provide input-video quality,9.135966748367121,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,740.0133066177368,total sequence codec MiB,,,,,,42.558049849521964,0.0028857311929495616,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,false,81,0,0,,,500000,0.0001,false,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0002 points=500000,n3dv,n3dv_coffee_martini_cam00_81f_560x336_cc_motion_thr5e5,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_n3dv_500k_out/fcgs_sequence_summary.json,local run,false,local external diagnostic only; dummy references do not provide input-video quality,7.90403217739529,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,640.2266063690186,total sequence codec MiB,,,,,,40.82836396017192,0.004249888891929093,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,false,81,0,0,,,500000,0.0002,false,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=500000,n3dv,n3dv_coffee_martini_cam00_81f_560x336_cc_motion_thr5e5,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_n3dv_500k_out/fcgs_sequence_summary.json,local run,false,local external diagnostic only; dummy references do not provide input-video quality,6.644847681492935,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,538.2326622009277,total sequence codec MiB,,,,,,39.72289276123047,0.005827657182781417,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,false,81,0,0,,,500000,0.0004,false,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=500000,n3dv,n3dv_coffee_martini_cam00_81f_560x336_cc_motion_thr5e5,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_n3dv_500k_out/fcgs_sequence_summary.json,local run,false,local external diagnostic only; dummy references do not provide input-video quality,5.186544901058998,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,420.1101369857788,total sequence codec MiB,,,,,,38.13605904284819,0.008798211927951119,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,false,81,0,0,,,500000,0.0008,false,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=500000,n3dv,n3dv_coffee_martini_cam00_81f_560x336_cc_motion_thr5e5,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_n3dv_500k_out/fcgs_sequence_summary.json,local run,false,local external diagnostic only; dummy references do not provide input-video quality,4.950113944065424,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,400.9592294692993,total sequence codec MiB,,,,,,36.58146238915714,0.010294560159062162,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,false,81,0,0,,,500000,0.0016,false,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=100000,n3dv,n3dv_coffee_martini_cam00_81f_560x336_cc_motion_thr5e5,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_n3dv_dummy_smoke_out/fcgs_sequence_summary.json,local run,false,local external diagnostic only; dummy references do not provide input-video quality,1.3877801895141602,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,1.3877801895141602,total sequence codec MiB,,,,,,42.195438385009766,0.004539190325886011,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,false,1,0,0,,,100000,0.0004,false,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0001 points=320000,robot,robot,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_robot_320k_out/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,5.776891423510267,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,444.8206396102905,total sequence codec MiB,18.480556636661678,0.5755720765559704,,0.06321131360608262,,45.047390727253706,0.002449626795487938,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,77,0,0,,,320000,0.0001,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0002 points=320000,robot,robot,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_robot_320k_out/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,4.992639157679174,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,384.4332151412964,total sequence codec MiB,18.45475521335354,0.57415505043872,,0.06367912990125743,,43.03086971926999,0.003724024159374175,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,77,0,0,,,320000,0.0002,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=320000,robot,robot,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_robot_320k_out/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,4.1678001973536105,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,320.920615196228,total sequence codec MiB,18.44069785576362,0.5714091550220143,,0.06426365373583583,,40.806041519363205,0.005809954301054988,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,77,0,0,,,320000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
