sample,frame_gap,left_index,right_index,segment_length,middle_frame_count,dataset_item,dataset_item_relative,anchor_mib,gaussians_per_anchor
meetroom,8,72,80,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap8/pair_000072_000080.pt,meetroom/gap8/pair_000072_000080.pt,1.828125,36864
driving,8,0,8,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap8/pair_000000_000008.pt,driving/gap8/pair_000000_000008.pt,1.828125,36864
driving,8,8,16,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap8/pair_000008_000016.pt,driving/gap8/pair_000008_000016.pt,1.828125,36864
driving,8,16,24,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap8/pair_000016_000024.pt,driving/gap8/pair_000016_000024.pt,1.828125,36864
driving,8,24,32,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap8/pair_000024_000032.pt,driving/gap8/pair_000024_000032.pt,1.828125,36864
driving,8,32,40,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap8/pair_000032_000040.pt,driving/gap8/pair_000032_000040.pt,1.828125,36864
driving,8,40,48,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap8/pair_000040_000048.pt,driving/gap8/pair_000040_000048.pt,1.828125,36864
driving,8,48,56,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap8/pair_000048_000056.pt,driving/gap8/pair_000048_000056.pt,1.828125,36864
driving,8,56,64,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap8/pair_000056_000064.pt,driving/gap8/pair_000056_000064.pt,1.828125,36864
driving,8,64,72,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap8/pair_000064_000072.pt,driving/gap8/pair_000064_000072.pt,1.828125,36864
driving,8,72,80,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap8/pair_000072_000080.pt,driving/gap8/pair_000072_000080.pt,1.828125,36864
robot,8,72,76,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap8/pair_000072_000076.pt,robot/gap8/pair_000072_000076.pt,1.828125,36864
robot,8,0,8,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap8/pair_000000_000008.pt,robot/gap8/pair_000000_000008.pt,1.828125,36864
robot,8,8,16,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap8/pair_000008_000016.pt,robot/gap8/pair_000008_000016.pt,1.828125,36864
robot,8,16,24,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap8/pair_000016_000024.pt,robot/gap8/pair_000016_000024.pt,1.828125,36864
robot,8,24,32,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap8/pair_000024_000032.pt,robot/gap8/pair_000024_000032.pt,1.828125,36864
robot,8,32,40,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap8/pair_000032_000040.pt,robot/gap8/pair_000032_000040.pt,1.828125,36864
robot,8,40,48,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap8/pair_000040_000048.pt,robot/gap8/pair_000040_000048.pt,1.828125,36864
robot,8,48,56,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap8/pair_000048_000056.pt,robot/gap8/pair_000048_000056.pt,1.828125,36864
robot,8,56,64,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap8/pair_000056_000064.pt,robot/gap8/pair_000056_000064.pt,1.828125,36864
robot,8,64,72,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap8/pair_000064_000072.pt,robot/gap8/pair_000064_000072.pt,1.828125,36864
n3dv,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap16/pair_000000_000016.pt,n3dv/gap16/pair_000000_000016.pt,1.828125,36864
n3dv,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap16/pair_000016_000032.pt,n3dv/gap16/pair_000016_000032.pt,1.828125,36864
n3dv,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap16/pair_000032_000048.pt,n3dv/gap16/pair_000032_000048.pt,1.828125,36864
n3dv,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap16/pair_000048_000064.pt,n3dv/gap16/pair_000048_000064.pt,1.828125,36864
n3dv,16,64,80,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap16/pair_000064_000080.pt,n3dv/gap16/pair_000064_000080.pt,1.828125,36864
meetroom,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap16/pair_000000_000016.pt,meetroom/gap16/pair_000000_000016.pt,1.828125,36864
meetroom,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap16/pair_000016_000032.pt,meetroom/gap16/pair_000016_000032.pt,1.828125,36864
meetroom,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap16/pair_000032_000048.pt,meetroom/gap16/pair_000032_000048.pt,1.828125,36864
meetroom,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap16/pair_000048_000064.pt,meetroom/gap16/pair_000048_000064.pt,1.828125,36864
meetroom,16,64,80,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap16/pair_000064_000080.pt,meetroom/gap16/pair_000064_000080.pt,1.828125,36864
driving,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap16/pair_000000_000016.pt,driving/gap16/pair_000000_000016.pt,1.828125,36864
driving,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap16/pair_000016_000032.pt,driving/gap16/pair_000016_000032.pt,1.828125,36864
driving,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap16/pair_000032_000048.pt,driving/gap16/pair_000032_000048.pt,1.828125,36864
driving,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap16/pair_000048_000064.pt,driving/gap16/pair_000048_000064.pt,1.828125,36864
driving,16,64,80,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap16/pair_000064_000080.pt,driving/gap16/pair_000064_000080.pt,1.828125,36864
robot,16,64,76,12,11,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap16/pair_000064_000076.pt,robot/gap16/pair_000064_000076.pt,1.828125,36864
robot,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap16/pair_000000_000016.pt,robot/gap16/pair_000000_000016.pt,1.828125,36864
robot,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap16/pair_000016_000032.pt,robot/gap16/pair_000016_000032.pt,1.828125,36864
robot,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap16/pair_000032_000048.pt,robot/gap16/pair_000032_000048.pt,1.828125,36864
robot,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap16/pair_000048_000064.pt,robot/gap16/pair_000048_000064.pt,1.828125,36864
