sample,method,reference_gap,bits,codec_variant,rate_scope,rate_mib_per_frame,all_psnr,linear_all_psnr,adapter_all_psnr,total_frames,keyframe_count,source_rate_table,notes
meetroom,uniform,4,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.15741017424030068,31.783293136213867,31.93159110771628,31.783293136213867,81,21,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,4,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.23697916666666666,31.783293136213867,31.93159110771628,31.783293136213867,81,21,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,4,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.11864052289797936,29.643505213208805,29.545145261528557,29.643505213208805,81,21,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,4,8,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.07628175947401258,29.643505213208805,29.545145261528557,29.643505213208805,81,21,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,4,8,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.11848958333333333,29.643505213208805,29.545145261528557,29.643505213208805,81,21,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,4,10,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.23713296725426192,31.481323381985003,31.597200834219542,31.481323381985003,81,21,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,4,10,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.11782603793674046,31.481323381985003,31.597200834219542,31.481323381985003,81,21,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,4,10,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.14811197916666666,31.481323381985003,31.597200834219542,31.481323381985003,81,21,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,4,12,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.23713416817747515,31.756034962113922,31.90380838689646,31.756034962113922,81,21,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,4,12,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.13415439040572555,31.756034962113922,31.90380838689646,31.756034962113922,81,21,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,4,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.177734375,31.756034962113922,31.90380838689646,31.756034962113922,81,21,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,4,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.2371352513631185,31.783293136213867,31.93159110771628,31.783293136213867,81,21,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,4,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.15741017424030068,31.783293136213867,31.93159110771628,31.783293136213867,81,21,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,4,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.23697916666666666,31.783293136213867,31.93159110771628,31.783293136213867,81,21,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,8,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.06214560991452064,27.920280841013945,27.836636201042285,27.920280841013945,81,11,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,8,8,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.03996681872709298,27.920280841013945,27.836636201042285,27.920280841013945,81,11,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,8,8,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.062065972222222224,27.920280841013945,27.836636201042285,27.920280841013945,81,11,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,8,10,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.12421299498758198,29.125842885472633,29.199239349580594,29.125842885472633,81,11,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,8,10,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.0617237208802023,29.125842885472633,29.199239349580594,29.125842885472633,81,11,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,8,10,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.07758246527777778,29.125842885472633,29.199239349580594,29.125842885472633,81,11,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,8,12,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.12421357190167462,29.288714646060775,29.385316842019815,29.288714646060775,81,11,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,8,12,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.07027613086464965,29.288714646060775,29.385316842019815,29.288714646060775,81,11,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,8,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.09309895833333333,29.288714646060775,29.385316842019815,29.288714646060775,81,11,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,8,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.12421417236328125,29.30452059612318,29.401615094587658,29.30452059612318,81,11,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,8,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.08246232256477262,29.30452059612318,29.401615094587658,29.30452059612318,81,11,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,8,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.12413194444444445,29.30452059612318,29.401615094587658,29.30452059612318,81,11,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,8,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.06214542153440876,28.037761841276634,27.947345357744,28.037761841276634,81,11,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,8,8,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.03994940534050082,28.037761841276634,27.947345357744,28.037761841276634,81,11,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,8,8,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.062065972222222224,28.037761841276634,27.947345357744,28.037761841276634,81,11,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,8,10,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.12421279483371311,29.27994098788956,29.35877709337922,29.27994098788956,81,11,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,8,10,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.06171481991991585,29.27994098788956,29.35877709337922,29.27994098788956,81,11,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,8,10,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.07758246527777778,29.27994098788956,29.35877709337922,29.27994098788956,81,11,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,8,12,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.12421340706907673,29.454769986242788,29.559881932478028,29.454769986242788,81,11,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,8,12,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.0702590235957393,29.454769986242788,29.559881932478028,29.454769986242788,81,11,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,8,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.09309895833333333,29.454769986242788,29.559881932478028,29.454769986242788,81,11,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,8,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.12421401930444034,29.47092821466858,29.576639039296296,29.47092821466858,81,11,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,8,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.08244124753975574,29.47092821466858,29.576639039296296,29.47092821466858,81,11,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,8,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.12413194444444445,29.47092821466858,29.576639039296296,29.47092821466858,81,11,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,16,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.03389807100649233,25.9925422175848,25.931059230358613,25.9925422175848,81,6,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,16,8,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.02180004119873047,25.9925422175848,25.931059230358613,25.9925422175848,81,6,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,16,8,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.033854166666666664,25.9925422175848,25.931059230358613,25.9925422175848,81,6,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,16,8,stage57_compact_raw_actual,actual Stage57 bitpacked raw container including metadata,0.03390074364932967,25.9925422175848,25.931059230358613,25.9925422175848,81,6,stage57,Available for the Stage57 formal subset only.
meetroom,uniform,16,8,stage57_compact_zlib_actual,actual Stage57 bitpacked zlib container including metadata,0.021802713841567806,25.9925422175848,25.931059230358613,25.9925422175848,81,6,stage57,Available for the Stage57 formal subset only.
meetroom,uniform,16,10,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.06775305006239149,26.792018529295714,26.843169969458845,26.792018529295714,81,6,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,16,10,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.03367007220232928,26.792018529295714,26.843169969458845,26.792018529295714,81,6,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,16,10,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.042317708333333336,26.792018529295714,26.843169969458845,26.792018529295714,81,6,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,16,10,stage57_compact_raw_actual,actual Stage57 bitpacked raw container including metadata,0.042365027062686876,26.792018529295714,26.843169969458845,26.792018529295714,81,6,stage57,Available for the Stage57 formal subset only.
meetroom,uniform,16,10,stage57_compact_zlib_actual,actual Stage57 bitpacked zlib container including metadata,0.029380068366910206,26.792018529295714,26.843169969458845,26.792018529295714,81,6,stage57,Available for the Stage57 formal subset only.
meetroom,uniform,16,12,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.06775330908504533,26.891547346909338,26.960945248180966,26.891547346909338,81,6,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,16,12,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.03833499955542294,26.891547346909338,26.960945248180966,26.891547346909338,81,6,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,16,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.05078125,26.891547346909338,26.960945248180966,26.891547346909338,81,6,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,16,12,stage57_compact_raw_actual,actual Stage57 bitpacked raw container including metadata,0.05082882775200738,26.891547346909338,26.960945248180966,26.891547346909338,81,6,stage57,Available for the Stage57 formal subset only.
meetroom,uniform,16,12,stage57_compact_zlib_actual,actual Stage57 bitpacked zlib container including metadata,0.03474025961793499,26.891547346909338,26.960945248180966,26.891547346909338,81,6,stage57,Available for the Stage57 formal subset only.
meetroom,uniform,16,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.06775363875024112,26.9030508691011,26.972402456641575,26.9030508691011,81,6,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,16,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.0449816268167378,26.9030508691011,26.972402456641575,26.9030508691011,81,6,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,16,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.06770833333333333,26.9030508691011,26.972402456641575,26.9030508691011,81,6,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,16,16,stage57_compact_raw_actual,actual Stage57 bitpacked raw container including metadata,0.0677562407505365,26.9030508691011,26.972402456641575,26.9030508691011,81,6,stage57,Available for the Stage57 formal subset only.
meetroom,uniform,16,16,stage57_compact_zlib_actual,actual Stage57 bitpacked zlib container including metadata,0.04498422881703318,26.9030508691011,26.972402456641575,26.9030508691011,81,6,stage57,Available for the Stage57 formal subset only.
meetroom,rendered_prior_0p1,16,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.033898118101520304,26.038275635725196,25.976216621963054,26.038275635725196,81,6,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,16,8,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.02180048860149619,26.038275635725196,25.976216621963054,26.038275635725196,81,6,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,16,8,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.033854166666666664,26.038275635725196,25.976216621963054,26.038275635725196,81,6,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,16,10,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.06775305006239149,26.834593075294894,26.884828679614195,26.834593075294894,81,6,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,16,10,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.03367073153272087,26.834593075294894,26.884828679614195,26.834593075294894,81,6,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,16,10,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.042317708333333336,26.834593075294894,26.884828679614195,26.834593075294894,81,6,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,16,12,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.0677533561800733,26.931264611280294,27.00003951112791,26.931264611280294,81,6,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,16,12,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.03833134969075521,26.931264611280294,27.00003951112791,26.931264611280294,81,6,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,16,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.05078125,26.931264611280294,27.00003951112791,26.931264611280294,81,6,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,16,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.0677536740715121,26.943645366500338,27.012552850839565,26.943645366500338,81,6,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,16,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.04497809468964,26.943645366500338,27.012552850839565,26.943645366500338,81,6,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,16,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.06770833333333333,26.943645366500338,27.012552850839565,26.943645366500338,81,6,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
driving,uniform,1,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.45760393731388044,32.469080054119516,32.469080054119516,32.469080054119516,81,81,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
driving,uniform,1,8,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.2907107435626748,32.469080054119516,32.469080054119516,32.469080054119516,81,81,stage51/stage50,Generic zlib over the Stage50 dtype payload.
driving,uniform,1,8,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.45703125,32.469080054119516,32.469080054119516,32.469080054119516,81,81,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
driving,uniform,1,10,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.9146447122832875,36.167097605138665,36.167097605138665,36.167097605138665,81,81,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
driving,uniform,1,10,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.4526420404881607,36.167097605138665,36.167097605138665,36.167097605138665,81,81,stage51/stage50,Generic zlib over the Stage50 dtype payload.
driving,uniform,1,10,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.5712890625,36.167097605138665,36.167097605138665,36.167097605138665,81,81,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
driving,uniform,1,12,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.914650304817859,36.993874794053205,36.993874794053205,36.993874794053205,81,81,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
driving,uniform,1,12,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.5118033915390203,36.993874794053205,36.993874794053205,36.993874794053205,81,81,stage51/stage50,Generic zlib over the Stage50 dtype payload.
driving,uniform,1,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.685546875,36.993874794053205,36.993874794053205,36.993874794053205,81,81,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
driving,uniform,1,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.9146545904654043,37.06440546146669,37.06440546146669,37.06440546146669,81,81,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
driving,uniform,1,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.6034774898011007,37.06440546146669,37.06440546146669,37.06440546146669,81,81,stage51/stage50,Generic zlib over the Stage50 dtype payload.
driving,uniform,1,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.9140625,37.06440546146669,37.06440546146669,37.06440546146669,81,81,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
driving,rendered_prior_0p1,1,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.45760393731388044,32.469080054119516,32.469080054119516,32.469080054119516,81,81,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
driving,rendered_prior_0p1,1,8,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.2907107435626748,32.469080054119516,32.469080054119516,32.469080054119516,81,81,stage51/stage50,Generic zlib over the Stage50 dtype payload.
driving,rendered_prior_0p1,1,8,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.45703125,32.469080054119516,32.469080054119516,32.469080054119516,81,81,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
driving,rendered_prior_0p1,1,10,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.9146447122832875,36.167097605138665,36.167097605138665,36.167097605138665,81,81,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
driving,rendered_prior_0p1,1,10,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.4526420404881607,36.167097605138665,36.167097605138665,36.167097605138665,81,81,stage51/stage50,Generic zlib over the Stage50 dtype payload.
driving,rendered_prior_0p1,1,10,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.5712890625,36.167097605138665,36.167097605138665,36.167097605138665,81,81,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
driving,rendered_prior_0p1,1,12,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.914650304817859,36.993874794053205,36.993874794053205,36.993874794053205,81,81,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
driving,rendered_prior_0p1,1,12,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.5118033915390203,36.993874794053205,36.993874794053205,36.993874794053205,81,81,stage51/stage50,Generic zlib over the Stage50 dtype payload.
driving,rendered_prior_0p1,1,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.685546875,36.993874794053205,36.993874794053205,36.993874794053205,81,81,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
driving,rendered_prior_0p1,1,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.9146545904654043,37.06440546146669,37.06440546146669,37.06440546146669,81,81,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
driving,rendered_prior_0p1,1,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.6034774898011007,37.06440546146669,37.06440546146669,37.06440546146669,81,81,stage51/stage50,Generic zlib over the Stage50 dtype payload.
driving,rendered_prior_0p1,1,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.9140625,37.06440546146669,37.06440546146669,37.06440546146669,81,81,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
driving,uniform,2,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.23162738187813464,30.284168016076453,30.21225026295153,30.284168016076453,81,41,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
driving,uniform,2,8,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.14716735886938778,30.284168016076453,30.21225026295153,30.284168016076453,81,41,stage51/stage50,Generic zlib over the Stage50 dtype payload.
driving,uniform,2,8,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.23133680555555555,30.284168016076453,30.21225026295153,30.284168016076453,81,41,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
driving,uniform,2,10,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.46296948562433693,32.41112137893495,32.40875798980098,32.41112137893495,81,41,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
driving,uniform,2,10,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.22914789929802035,32.41112137893495,32.40875798980098,32.41112137893495,81,41,stage51/stage50,Generic zlib over the Stage50 dtype payload.
driving,uniform,2,10,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.2891710069444444,32.41112137893495,32.40875798980098,32.41112137893495,81,41,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
driving,uniform,2,12,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.4629721464934172,32.861038971300694,32.87214565250749,32.861038971300694,81,41,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
driving,uniform,2,12,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.25908407752896534,32.861038971300694,32.87214565250749,32.861038971300694,81,41,stage51/stage50,Generic zlib over the Stage50 dtype payload.
driving,uniform,2,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.3470052083333333,32.861038971300694,32.87214565250749,32.861038971300694,81,41,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
driving,uniform,2,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.462974136258349,32.898660801425315,32.910235399664835,32.898660801425315,81,41,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
driving,uniform,2,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.305482534714687,32.898660801425315,32.910235399664835,32.898660801425315,81,41,stage51/stage50,Generic zlib over the Stage50 dtype payload.
driving,uniform,2,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.4626736111111111,32.898660801425315,32.910235399664835,32.898660801425315,81,41,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
driving,rendered_prior_0p1,2,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.23162738187813464,30.284168016076453,30.21225026295153,30.284168016076453,81,41,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
driving,rendered_prior_0p1,2,8,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.14716735886938778,30.284168016076453,30.21225026295153,30.284168016076453,81,41,stage51/stage50,Generic zlib over the Stage50 dtype payload.
driving,rendered_prior_0p1,2,8,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.23133680555555555,30.284168016076453,30.21225026295153,30.284168016076453,81,41,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
driving,rendered_prior_0p1,2,10,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.46296948562433693,32.41112137893495,32.40875798980098,32.41112137893495,81,41,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
driving,rendered_prior_0p1,2,10,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.22914789929802035,32.41112137893495,32.40875798980098,32.41112137893495,81,41,stage51/stage50,Generic zlib over the Stage50 dtype payload.
driving,rendered_prior_0p1,2,10,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.2891710069444444,32.41112137893495,32.40875798980098,32.41112137893495,81,41,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
driving,rendered_prior_0p1,2,12,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.4629721464934172,32.861038971300694,32.87214565250749,32.861038971300694,81,41,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
driving,rendered_prior_0p1,2,12,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.25908407752896534,32.861038971300694,32.87214565250749,32.861038971300694,81,41,stage51/stage50,Generic zlib over the Stage50 dtype payload.
driving,rendered_prior_0p1,2,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.3470052083333333,32.861038971300694,32.87214565250749,32.861038971300694,81,41,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
driving,rendered_prior_0p1,2,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.462974136258349,32.898660801425315,32.910235399664835,32.898660801425315,81,41,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
driving,rendered_prior_0p1,2,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.305482534714687,32.898660801425315,32.910235399664835,32.898660801425315,81,41,stage51/stage50,Generic zlib over the Stage50 dtype payload.
driving,rendered_prior_0p1,2,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.4626736111111111,32.898660801425315,32.910235399664835,32.898660801425315,81,41,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
driving,uniform,3,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.15818521711561415,28.715948017176355,28.648583176124365,28.715948017176355,81,28,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
