dataset,split,sequence,frame_gap,total_frames,exported_pair_count,total_middle_frames,total_anchor_mib,avg_anchor_mib_per_pair,heavy_root
DAVIS,train,elephant,16,80,5,74,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,flamingo,16,80,5,74,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,hike,16,80,5,74,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,hockey,16,75,5,69,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,horsejump-low,16,60,4,55,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,kid-football,16,68,5,62,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,kite-walk,16,80,5,74,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,koala,16,100,7,92,12.796875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,lady-running,16,65,4,60,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,lindy-hop,16,73,5,67,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,longboard,16,52,4,47,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,lucia,16,70,5,64,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,mallard-fly,16,70,5,64,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,mallard-water,16,80,5,74,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,miami-surf,16,70,5,64,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,motocross-bumps,16,60,4,55,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,motorbike,16,43,3,39,5.484375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,night-race,16,46,3,42,5.484375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,paragliding,16,70,5,64,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,planes-water,16,38,3,34,5.484375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,rallye,16,50,4,45,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,rhino,16,90,6,83,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,rollerblade,16,35,3,31,5.484375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,schoolgirls,16,80,5,74,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,scooter-board,16,91,6,84,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,scooter-gray,16,75,5,69,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,sheep,16,68,5,62,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,skate-park,16,80,5,74,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,snowboard,16,66,5,60,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,soccerball,16,48,3,44,5.484375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,stroller,16,91,6,84,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,stunt,16,71,5,65,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,surf,16,55,4,50,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,swing,16,60,4,55,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,tennis,16,70,5,64,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,tractor-sand,16,76,5,70,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,train,16,80,5,74,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,tuk-tuk,16,59,4,54,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,upside-down,16,65,4,60,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,varanus-cage,16,67,5,61,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,walking,16,72,5,66,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,bike-packing,16,69,5,63,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,blackswan,16,50,4,45,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,bmx-trees,16,80,5,74,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,breakdance,16,84,6,77,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,camel,16,90,6,83,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,car-roundabout,16,75,5,69,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,car-shadow,16,40,3,36,5.484375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,cows,16,104,7,96,12.796875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,dance-twirl,16,90,6,83,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,dog,16,60,4,55,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,dogs-jump,16,66,5,60,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,drift-chicane,16,52,4,47,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,drift-straight,16,50,4,45,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,goat,16,90,6,83,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,gold-fish,16,78,5,72,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,horsejump-high,16,50,4,45,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,india,16,81,5,75,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,judo,16,34,3,30,5.484375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,kite-surf,16,50,4,45,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,lab-coat,16,47,3,43,5.484375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,libby,16,49,3,45,5.484375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,loading,16,50,4,45,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,mbike-trick,16,79,5,73,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,motocross-jump,16,40,3,36,5.484375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,paragliding-launch,16,80,5,74,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,parkour,16,100,7,92,12.796875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,pigs,16,79,5,73,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,scooter-black,16,43,3,39,5.484375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,shooting,16,40,3,36,5.484375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,soapbox,16,99,7,91,12.796875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
